name,wikipedia_url
اکبر امیراحمدی,https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D8%AD%D9%85%D8%AF%DB%8C
امیرحسین فولادوند,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D9%88%D9%84%D8%A7%D8%AF%D9%88%D9%86%D8%AF
علی امیرحکمت,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%DA%A9%D9%85%D8%AA
میرهاشم امیرزاده شمس,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D9%87%D8%A7%D8%B4%D9%85_%D8%A7%D9%85%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF%D9%87_%D8%B4%D9%85%D8%B3
علی امیرعشایری,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D8%B4%D8%A7%DB%8C%D8%B1%DB%8C
امیرقلی جعفری بروجنی,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D9%82%D9%84%DB%8C_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C_%D8%A8%D8%B1%D9%88%D8%AC%D9%86%DB%8C
قلی امیرلک,https://fa.wikipedia.org/wiki/%D9%82%D9%84%DB%8C_%D8%A7%D9%85%DB%8C%D8%B1%D9%84%DA%A9
مظفر امیری,https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1_%D8%A7%D9%85%DB%8C%D8%B1%DB%8C
محمد فرزان امیری,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%81%D8%B1%D8%B2%D8%A7%D9%86_%D8%A7%D9%85%DB%8C%D8%B1%DB%8C
عبدالوهاب امینی خراجی,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%88%D9%87%D8%A7%D8%A8_%D8%A7%D9%85%DB%8C%D9%86%DB%8C_%D8%AE%D8%B1%D8%A7%D8%AC%DB%8C
میرزا علی انتظام‌الحکما,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B9%D9%84%DB%8C_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85%E2%80%8C%D8%A7%D9%84%D8%AD%DA%A9%D9%85%D8%A7
غلامرضا انصاری (زاده ۱۳۳۵),https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C_%28%D8%B2%D8%A7%D8%AF%D9%87_%DB%B1%DB%B3%DB%B3%DB%B5%29
محمدعلی اوحدی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D9%88%D8%AD%D8%AF%DB%8C
عزت‌الله اوزار,https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%88%D8%B2%D8%A7%D8%B1
علی اوسط یگانه,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%88%D8%B3%D8%B7_%DB%8C%DA%AF%D8%A7%D9%86%D9%87
ناصر اولیاء شیرازی,https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%A7%D9%88%D9%84%DB%8C%D8%A7%D8%A1_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C
سید امان‌الله اولیاء,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D9%85%D8%A7%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%88%D9%84%DB%8C%D8%A7%D8%A1
کریم اهری,https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D8%A7%D9%87%D8%B1%DB%8C
فتح‌علی ایپکچیان,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%E2%80%8C%D8%B9%D9%84%DB%8C_%D8%A7%DB%8C%D9%BE%DA%A9%DA%86%DB%8C%D8%A7%D9%86
غلامرضا ایلخان,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%A7%DB%8C%D9%84%D8%AE%D8%A7%D9%86
عزت‌الله ایلخانی‌پور,https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DB%8C%D9%84%D8%AE%D8%A7%D9%86%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1
عبدالله ایلخانی‌زاده,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DB%8C%D9%84%D8%AE%D8%A7%D9%86%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87
حسین ایمان زهرائی,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%DB%8C%D9%85%D8%A7%D9%86_%D8%B2%D9%87%D8%B1%D8%A7%D8%A6%DB%8C
جواد بازرگانی,https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C
محمدعلی باقرزاده,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A8%D8%A7%D9%82%D8%B1%D8%B2%D8%A7%D8%AF%D9%87
محمود باقرزاده,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A8%D8%A7%D9%82%D8%B1%D8%B2%D8%A7%D8%AF%D9%87
کامران باقری لنکرانی,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%D8%B1%D8%A7%D9%86_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C_%D9%84%D9%86%DA%A9%D8%B1%D8%A7%D9%86%DB%8C
ناصرالدین باقری,https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C
محمدعلی بامداد,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A8%D8%A7%D9%85%D8%AF%D8%A7%D8%AF
امیرحسین بانکی پورفرد,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D8%A7%D9%86%DA%A9%DB%8C_%D9%BE%D9%88%D8%B1%D9%81%D8%B1%D8%AF
محمدتقی بانکی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D8%A7%D9%86%DA%A9%DB%8C
مهدی بحرالعلوم کرمانی,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A8%D8%AD%D8%B1%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%85_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C
کریم بخش سعیدی,https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D8%A8%D8%AE%D8%B4_%D8%B3%D8%B9%DB%8C%D8%AF%DB%8C
رسول بخشی دستجردی,https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D8%A8%D8%AE%D8%B4%DB%8C_%D8%AF%D8%B3%D8%AA%D8%AC%D8%B1%D8%AF%DB%8C
فاطمه بداغی,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D8%A8%D8%AF%D8%A7%D8%BA%DB%8C
بدایت‌الله میرزا,https://fa.wikipedia.org/wiki/%D8%A8%D8%AF%D8%A7%DB%8C%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7
محمد بدرخانی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%AF%D8%B1%D8%AE%D8%A7%D9%86%DB%8C
عبدالله بدرصالحیان,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D8%AF%D8%B1%D8%B5%D8%A7%D9%84%D8%AD%DB%8C%D8%A7%D9%86
احمد برادر,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A8%D8%B1%D8%A7%D8%AF%D8%B1
مصطفی برزگر گنجی,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%A8%D8%B1%D8%B2%DA%AF%D8%B1_%DA%AF%D9%86%D8%AC%DB%8C
تقی برزین,https://fa.wikipedia.org/wiki/%D8%AA%D9%82%DB%8C_%D8%A8%D8%B1%D8%B2%DB%8C%D9%86
آقامحمد بروجردی,https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C
حسین بروجردی مدیرالاسلام,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C_%D9%85%D8%AF%DB%8C%D8%B1%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85
سید علی بروجردی صدرالاسلام,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C_%D8%B5%D8%AF%D8%B1%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85
تقی برومند,https://fa.wikipedia.org/wiki/%D8%AA%D9%82%DB%8C_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF
حیدرقلی برومند,https://fa.wikipedia.org/wiki/%D8%AD%DB%8C%D8%AF%D8%B1%D9%82%D9%84%DB%8C_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF
علی برومند,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF
محمدباقر برومند,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF
ملک تاج برومند,https://fa.wikipedia.org/wiki/%D9%85%D9%84%DA%A9_%D8%AA%D8%A7%D8%AC_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF
باقر برومند,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%82%D8%B1_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF
ابوالفضل بریمانی,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D8%A8%D8%B1%DB%8C%D9%85%D8%A7%D9%86%DB%8C
سید حسین بشارت,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D8%B4%D8%A7%D8%B1%D8%AA
عمادالملک بصیری,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%AF%D8%A7%D9%84%D9%85%D9%84%DA%A9_%D8%A8%D8%B5%DB%8C%D8%B1%DB%8C
محمد بقائی یزدی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%82%D8%A7%D8%A6%DB%8C_%DB%8C%D8%B2%D8%AF%DB%8C
حاج شیخ ابراهیم بلورفروش,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC_%D8%B4%DB%8C%D8%AE_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%A8%D9%84%D9%88%D8%B1%D9%81%D8%B1%D9%88%D8%B4
محمد جواد بلوری,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%88%D8%A7%D8%AF_%D8%A8%D9%84%D9%88%D8%B1%DB%8C
محمدعلی بنکدارپور,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A8%D9%86%DA%A9%D8%AF%D8%A7%D8%B1%D9%BE%D9%88%D8%B1
محمود بوداغ‌زاده,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A8%D9%88%D8%AF%D8%A7%D8%BA%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87
غلامحسین بوربور,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D9%88%D8%B1%D8%A8%D9%88%D8%B1
محمد بهادری,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%87%D8%A7%D8%AF%D8%B1%DB%8C
سعید بهادری,https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%A8%D9%87%D8%A7%D8%AF%D8%B1%DB%8C
منوچهر بهارلو,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A8%D9%87%D8%A7%D8%B1%D9%84%D9%88
پرویز بهبودی,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%A8%D9%87%D8%A8%D9%88%D8%AF%DB%8C
سید علاءالدین بهبهانی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
عنایت بهبهانی,https://fa.wikipedia.org/wiki/%D8%B9%D9%86%D8%A7%DB%8C%D8%AA_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
میرزا سید مصطفی بهبهانی,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B3%DB%8C%D8%AF_%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
حبیب‌الله بهبهانی,https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
سید یحیی بهبهانی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%DB%8C%D8%AD%DB%8C%DB%8C_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C
محمدباقر بهرام‌زاده ابراهیمی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D8%A8%D9%87%D8%B1%D8%A7%D9%85%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C
حمید بهرامی احمدی,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%A8%D9%87%D8%B1%D8%A7%D9%85%DB%8C_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C
ابراهیم بهره‌مند,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%A8%D9%87%D8%B1%D9%87%E2%80%8C%D9%85%D9%86%D8%AF
بهمن بارک زهی,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%A8%D8%A7%D8%B1%DA%A9_%D8%B2%D9%87%DB%8C
جواد آرین‌منش,https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%A2%D8%B1%DB%8C%D9%86%E2%80%8C%D9%85%D9%86%D8%B4
عباس جدیدی,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%AC%D8%AF%DB%8C%D8%AF%DB%8C
سید شمس‌الدین حسینی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C
امیررضا خادم,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%B1%D8%B6%D8%A7_%D8%AE%D8%A7%D8%AF%D9%85
رسول خادم,https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D8%AE%D8%A7%D8%AF%D9%85
محمد دادکان,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%A7%D8%AF%DA%A9%D8%A7%D9%86
علیرضا دبیر,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A8%DB%8C%D8%B1
سعید دقیقی,https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%AF%D9%82%DB%8C%D9%82%DB%8C
حسین رضازاده,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B1%D8%B6%D8%A7%D8%B2%D8%A7%D8%AF%D9%87
محمدحسن رهنوردی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%B1%D9%87%D9%86%D9%88%D8%B1%D8%AF%DB%8C
هادی ساعی,https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D8%AF%DB%8C_%D8%B3%D8%A7%D8%B9%DB%8C
سید حمید سجادی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D9%85%DB%8C%D8%AF_%D8%B3%D8%AC%D8%A7%D8%AF%DB%8C
سید نصرالله سجادی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B3%D8%AC%D8%A7%D8%AF%DB%8C
امیر عابدینی,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86%DB%8C
علی فتح‌الله‌زاده,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%81%D8%AA%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87
محمود گودرزی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%DA%AF%D9%88%D8%AF%D8%B1%D8%B2%DB%8C
بهنام محمودی,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%86%D8%A7%D9%85_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C
آرش میراسماعیلی,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4_%D9%85%DB%8C%D8%B1%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84%DB%8C
دیوسلطان روملو,https://fa.wikipedia.org/wiki/%D8%AF%DB%8C%D9%88%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%B1%D9%88%D9%85%D9%84%D9%88
فتحعلی‌خان قاجار,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C%E2%80%8C%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1
منصور بیجار,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%A8%DB%8C%D8%AC%D8%A7%D8%B1
دادشاه,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%AF%D8%B4%D8%A7%D9%87
محسن اراکی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%A7%D8%B1%D8%A7%DA%A9%DB%8C
شبیب جویجری,https://fa.wikipedia.org/wiki/%D8%B4%D8%A8%DB%8C%D8%A8_%D8%AC%D9%88%DB%8C%D8%AC%D8%B1%DB%8C
شیخ خزعل,https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%AE_%D8%AE%D8%B2%D8%B9%D9%84
حسن دانایی‌فر,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AF%D8%A7%D9%86%D8%A7%DB%8C%DB%8C%E2%80%8C%D9%81%D8%B1
سید لفته احمدنژاد,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%84%D9%81%D8%AA%D9%87_%D8%A7%D8%AD%D9%85%D8%AF%D9%86%DA%98%D8%A7%D8%AF
آزاده شفیق,https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D9%87_%D8%B4%D9%81%DB%8C%D9%82
شیخ غافل آل کثیر,https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%AE_%D8%BA%D8%A7%D9%81%D9%84_%D8%A2%D9%84_%DA%A9%D8%AB%DB%8C%D8%B1
محمدرضا عاملی تهرانی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B9%D8%A7%D9%85%D9%84%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C
اسدالله علم,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D9%84%D9%85
عباس کعبی,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%DA%A9%D8%B9%D8%A8%DB%8C
سید محمدرضا موالی‌زاده,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%85%D9%88%D8%A7%D9%84%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87
معصومه آباد,https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%B5%D9%88%D9%85%D9%87_%D8%A2%D8%A8%D8%A7%D8%AF
فاطمه آجرلو,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D8%A2%D8%AC%D8%B1%D9%84%D9%88
سعید ابوطالب,https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%A7%D8%A8%D9%88%D8%B7%D8%A7%D9%84%D8%A8
محمود احمدی‌نژاد,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF
الهام امین‌زاده,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D8%A7%D9%85_%D8%A7%D9%85%DB%8C%D9%86%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87
حسن بیادی,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A8%DB%8C%D8%A7%D8%AF%DB%8C
پرویز سروری,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C
رضا تقی‌پور,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AA%D9%82%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1
احمد توکلی,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%AA%D9%88%DA%A9%D9%84%DB%8C
سید مجتبی ثمره هاشمی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%AB%D9%85%D8%B1%D9%87_%D9%87%D8%A7%D8%B4%D9%85%DB%8C
مهدی چمران,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%DA%86%D9%85%D8%B1%D8%A7%D9%86
رحمت‌الله حافظی,https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AD%D8%A7%D9%81%D8%B8%DB%8C
غلامعلی حداد عادل,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%AD%D8%AF%D8%A7%D8%AF_%D8%B9%D8%A7%D8%AF%D9%84
حسین فدایی,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D8%AF%D8%A7%DB%8C%DB%8C
محمد خوش‌چهره,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D9%88%D8%B4%E2%80%8C%DA%86%D9%87%D8%B1%D9%87
داود دانش‌جعفری,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%88%D8%AF_%D8%AF%D8%A7%D9%86%D8%B4%E2%80%8C%D8%AC%D8%B9%D9%81%D8%B1%DB%8C
خسرو دانشجو,https://fa.wikipedia.org/wiki/%D8%AE%D8%B3%D8%B1%D9%88_%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88
فاطمه رهبر,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D8%B1%D9%87%D8%A8%D8%B1
سید علی ریاض,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%B1%DB%8C%D8%A7%D8%B6
علیرضا زاکانی,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%B2%D8%A7%DA%A9%D8%A7%D9%86%DB%8C
مسعود زریبافان,https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%B2%D8%B1%DB%8C%D8%A8%D8%A7%D9%81%D8%A7%D9%86
نسرین سلطان‌خواه,https://fa.wikipedia.org/wiki/%D9%86%D8%B3%D8%B1%DB%8C%D9%86_%D8%B3%D9%84%D8%B7%D8%A7%D9%86%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87
عباس شیبانی,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%B4%DB%8C%D8%A8%D8%A7%D9%86%DB%8C
حسین شیخ‌الاسلام,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%DB%8C%D8%AE%E2%80%8C%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85
سید مهدی طباطبایی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%87%D8%AF%DB%8C_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C
مرتضی طلائی,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%B7%D9%84%D8%A7%D8%A6%DB%8C
