id,bio,imag
محسن وزیری‌مقدم,محسن وزیری‌مقدم، در پنجم خرداد ماه سال ۱۳۰۳ در تهران به دنیا آمد و در تاریخ شانزدهم شهریور ماه سال ۱۳۹۷ در رم، به دلیل کهولت سن، درگذشت. او به عنوان طراح، نقاش، مجسمه‌ساز و استاد هنر فعالیت می‌کرد.مردی مسن با صورت گرد، بینی پهن، چشمان نسبتا کوچک، ابروهای کم‌پشت، موهای خاکستری کم‌پشت و پوستی چروکیده. به نظر می‌رسد در دهه هشتم زندگی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/7/7a/Mohsen_Vaziri_Moghaddam.jpg', 'https://drive.google.com/uc?id=1v30_EKyqygqTybDRCD2chls36tP31BgY']"
جواد علیزاده مقدم,جواد علیزاده مقدم، در سال ۱۳۳۱ در اردبیل، اردبیل متولد شد. او به عنوان کارتونیست، کاریکاتوریست، مدیر مسئول و سردبیر فعالیت می‌کرد.مردی با صورت گرد، بینی متوسط، چشمان قهوه‌ای، ابروهای پرپشت، موهای کم پشت و خاکستری، بدون سبیل و با ریش کوتاه و خاکستری. به نظر می‌رسد در دهه پنجم یا ششم زندگی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Javad_alizadeh.jpg/1200px-Javad_alizadeh.jpg', 'https://drive.google.com/uc?id=1MyEytRx4C7aSUscY4DewASe_uE8Tr_uA']"
ابوالفضل جلیلی,ابوالفضل جلیلی، متولد ۱۳۳۶ در ساوه، استان مرکزی، فعالیت خود را به عنوان کارگردان، فیلم‌نامه‌نویس و تدوین‌گر از سال ۱۳۶۲ آغاز کرده است. از آثار او می‌توان به فیلم‌های «میلاد» (۱۳۶۲)، «بهار» (۱۳۶۴)، «گال» (۱۳۶۵)، «رقص خاک» (۱۳۷۰)، «دت یعنی دختر» (۱۳۷۲)، «یک داستان واقعی» (۱۳۷۴)، «دان» (۱۳۷۶)، «قصه‌های کیش» (۱۳۷۷)، «دلبران» (۱۳۷۹)، «ابجد» (۱۳۸۱)، «گل یا پوچ» (۱۳۸۴)، «حافظ» (۱۳۸۵)، «مسیر معکوس» (۱۳۹۹) و «داد» (۱۴۰۱) اشاره کرد.مردی با صورت بیضی شکل، بینی متوسط، چشمان متوسط، ابروهای کم‌پشت، موهای کوتاه مشکی، سبیل و پوست روشن. به نظر می‌رسد در دهه پنجم زندگی باشد.,"['https://drive.google.com/uc?id=1HLhL1aaGMhXPsLYcN35-1puuy2BETO1E', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Abolfazl_Jalili_1.jpg/250px-Abolfazl_Jalili_1.jpg']"
حسن عباسی,حسن عباسی، در سال ۱۳۴۵ در شهرستان ازنا واقع در استان لرستان به دنیا آمد. او به‌عنوان نظامی، سخنران و تحلیل‌گر فعالیت می‌کند.مردی با صورت گرد، بینی متوسط، چشمان پنهان شده پشت عینک، ابروهای کم‌پشت، موهای خاکستری کوتاه، فاقد سبیل و ریش، با رنگ پوست روشن. به نظر می‌رسد در سن میانسالی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/5/5c/Hassan_Abbasi_in_Fifth_anniversary_of_Mostafa_Ahmadi_by_Tasnimnews.com01_%28cropped%29.jpg', 'https://drive.google.com/uc?id=1G5Q_WHBzSi3yD2JiqNGr_FUEbFFilMsv']"
کمال‌الدین بهزاد هروی,کمال‌الدین بهزاد هروی، معروف به «استاد کمال‌الدین بهزاد»، «استاد بهزاد» و «استاد نقاش»، در سال ۸۵۵ در هرات به دنیا آمد و در سال ۹۴۲ در هرات درگذشت. او به‌عنوان نقاش، عضو کتابخانه و کارگاه هنری سلطان حسین بایقرا و سرپرست گروه خوشنویسان و نقاشان دربار صفوی فعالیت می‌کرد. دوره او تیموری، صفوی بود.مردی با صورت کشیده و نورسته، بینی بزرگ و کمی خمیده، چشم‌های کوچک و نازک، ابروهای باریک و بلند، موهای سفید و پیچ خورده، ریش و سبیل سفید کوتاه. به نظر می‌رسد در سنین میانسالی یا نزدیک به آن باشد.,"['https://drive.google.com/uc?id=1zT7-Avm8bkzKGtMB-5wkNknyqFFwGefk', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Painting_-_Google_Art_Project_%28_wGkOiyV0ojtRA%29.jpg/250px-Painting_-_Google_Art_Project_%28_wGkOiyV0ojtRA%29.jpg']"
فاطمه امدادیان,"فاطمه امدادیان، یک مجسمه‌ساز ایرانی، در سال 1334 در کرج به دنیا آمد. او از دهه 1360 به فعالیت در این زمینه مشغول بوده و آثارش را در نمایشگاه‌های مختلف به نمایش گذاشته است. امدادیان همچنین به عنوان یکی از پیشگامان هنر مجسمه‌سازی در ایران شناخته می‌شود. از جمله آثار شاخص او می‌توان به «پیکر» و «مادر» اشاره کرد که نشان‌دهنده مهارت و توانایی او در خلق آثار هنری هستند.
",['https://drive.google.com/uc?id=1nIMRqCSJaZExu9N6m9XghTJG8Zxp-M-u']
میرزا محمدحسین مشکین‌قلم اصفهانی,"میرزا محمدحسین مشکین‌قلم اصفهانی، ادیب، نقاش، شاعر، خوشنویس و کاتب ایرانی است که در سال 1205 در اصفهان به دنیا آمد. وی در دورهٔ قاجاریه فعالیت می‌کرد و در زمینه‌های مختلف هنری از جمله نقاشی، شعر و خوشنویسی آثار مشهوری از خود به جا گذاشت. وی در اصفهان زندگی می‌کرد و فعالیت‌های هنری خود را در این شهر ادامه داد. در این مدت، به عنوان یک هنرمند برجسته شناخته شد.
",['https://drive.google.com/uc?id=1Nawfbqnlgz2WXTiJ5kNhkwyLmKCcoR_D']
شهلا ناظریان,"شهلا ناظریان، یک زن ایرانی، در سال 1326 هجری شمسی (1957 میلادی) در تهران متولد شد و تا زمان درگذشتش در سال 1401 هجری شمسی (2022 میلادی)، در زمینه‌های صدا پیشه، مجری رادیو و بازیگر فعالیت داشت. او از دههٔ 1340 تا سال 1400 در این رشته‌ها فعالیت می‌کرد. از جمله افتخارات او می‌توان به بازیگری در فیلم‌های «سفر به فردا»، «مردی در باد»، «پرواز در شب» و «آتش‌فشان» اشاره کرد.
",['https://drive.google.com/uc?id=148wqRuC5wS7_QYZfUAqh2-hF90S6TRYn']
عباس‌علی حاتمی,"عباس‌علی حاتمی کارگردان، فیلم‌نامه‌نویس و تهیه‌کننده ایرانی است که در تاریخ 24 مرداد 1323 در تهران متولد شد. او از دهه 1340 تا 1370 در این زمینه فعالیت می‌کرد و از جمله افتخاراتش می‌توان به آثارش مانند حسن کچل، طوقی و دلشدگان اشاره کرد. او در تاریخ 14 آذر 1375 درگذشت.
",['https://drive.google.com/uc?id=15oBYXVNdRrsF24c0J-v5EnlxBE6PxGna']
هوشنگ لطیف‌پور,"هوشنگ لطیف‌پور، یک دوبلور و مدیر دوبلاژ ایرانی، در سال 1311/7/21 در تهران متولد شد و تا سال 1401/10/26 زندگی کرد. او در دوره‌ای از سال 1332 تا 1365 در این زمینه فعالیت داشت و از جمله آثارش می‌توان به «شنل»، «پیرمرد و دریا» و «دختر نمکزار» اشاره کرد. لطیف‌پور در زمینه دوبله و مدیریت دوبلاژ فعالیت داشته و به عنوان یکی از چهره‌های برجسته این عرصه شناخته می‌شود.
",['https://drive.google.com/uc?id=17Rn2Faf2iu5K99Yh-nhZRX97JKcohZrp']
سیا ارمجانی,"سیا ارمجانی، تندیس‌ساز و معمار ایرانی، در سال 1318 در لاهیجان متولد شد و تا سال 1399 زندگی کرد. وی در زمینه‌های تندیس‌سازی و معماری فعالیت داشته است. از جمله آثار او می‌توان به نمونه‌هایی از تندیس‌هایش اشاره کرد که نشان‌دهنده مهارت و توانایی او در این زمینه هستند. سیا ارمجانی در تاریخ 7 ژوئن 1399 درگذشت.
",['https://drive.google.com/uc?id=1b_BRjW6kA1LKe8DZyBE5tjhg3rg0o28Q']
علی‌اکبر صادقی,"علی‌اکبر صادقی، هنرمند ایرانی، در سال 1316 در تهران متولد شد. او در زمینه‌های نقاشی، پویانمایی، کارگردانی، تصویرسازی و طراحی گرافیک فعالیت دارد. از جمله آثار برجسته او می‌توان به «هفت شهر»، «گلباران» و «زال و سیمرغ» اشاره کرد. این هنرمند در بسیاری از پروژه‌های هنری و فرهنگی مشارکت داشته است، از جمله در بازی‌های آسیایی و تولید مجموعه کتاب‌های «قصه‌های خوب برای بچه‌های خوب». در حال حاضر، اطلاعاتی درباره سال و مکان مرگ او در دسترس نیست.
",['https://drive.google.com/uc?id=12vrknnBLSXODbRVVn3XjYXa4a4KdEB27']
سهراب سپهری,سهراب سپهری، شاعر، نویسنده و نقاش معاصر، در ۱۵ مهر ۱۳۰۷ در قم به دنیا آمد و در ۱ اردیبهشت ۱۳۵۹ در تهران درگذشت. آرامگاه وی در کاشان قرار دارد. از آثار او می‌توان به «مرگ رنگ»، «زندگی خواب‌ها»، «حجم سبز» و «صدای پای آب» اشاره کرد. او سفرهایی به هندوستان، پاکستان، افغانستان، ژاپن و چین داشت و در دانشکده هنرهای زیبای دانشگاه تهران تحصیل کرد و در ادارهٔ فرهنگ کاشان نیز فعالیت داشت.مردی با صورت کشیده و استخوانی، بینی متوسط و صاف، چشمانی تیره و عمیق، ابروهای ضخیم و مرتب، موهای پرپشت و موج‌دار، سبیل و ریش پرپشت و مشکی. به نظر می‌رسد در دهه چهارم یا پنجم زندگی باشد.,"['https://drive.google.com/uc?id=1MEwsWPa0ZLxrQHBUs1Y1hLoW-sglmE-f', 'https://drive.google.com/uc?id=1O3ZsvtNbEYzq6CgwFcRkIjhQEpC-MJXs', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Sohrab_Sepehri_%281975%29.jpg']"
مهدی آرین‌نژاد,"مهدی آرین‌نژاد، یک دوبلور و بازیگر ایرانی، در سال 1318/9/3 در تهران متولد شد و تا سال 1397/6/23 زندگی کرد. او در زمینهٔ دوبله و بازیگری فعالیت داشته و از جمله افتخاراتش می‌توان به آثارش در لوک خوش‌شانس، مورچه و مورچه‌خوار، بازرس و رابین هود اشاره کرد.
",['https://drive.google.com/uc?id=1eP_LyBEepiJ_HcxVY_MlJzmqLmjoiDiu']
بابک پیامی,"بابک پیامی یک کارگردان، تهیه‌کننده و فیلم‌نامه‌نویس ایرانی است که در سال 1345 در تهران متولد شده است. او از سال 1370 تاکنون در این زمینه فعالیت کرده و از جمله آثار برجسته‌اش می‌توان به فیلم‌های «رأی مخفی»، «منهتن نامیر» و «یک روز بیشتر» اشاره کرد.
",['https://drive.google.com/uc?id=1BsJIOS9gNbisv9flUaxeH1KARALNn1Qp']
خسرو شمشیرگران,"خسرو شمشیرگران، متولد 19/4/1323 در تهران، یک دوبلور ایرانی است که در زمینهٔ دوبله فعالیت می‌کند. از جمله افتخارات او می‌توان به آثار برجسته‌ای چون شیر شاه، اسم تو، پنجره پشتی، سایه شوگان، کتاب جنگل، دزدان دریایی کارائیب، هابیت، جوکر، داستان دو شهر، بربادرفته، مردی برای تمام فصول، دی دی و ارثیه فامیلی، دیگران، ساعت‌ها، گاهی خوشی گاهی غم، خائن، شوالیه بی سر Sleepy Hollow، ارتش سری، شرلوک هلمز، کنت مونت کریستو، پوآرو، Endeavour، حادثه جو (در ایران) Hannay، امام علی و جابر بن حیان اشاره کرد.
",['https://drive.google.com/uc?id=1-5PCCJwSn6qQ6EGojGz0aK5IYQ_6b6dB']
کامران شیردل,"کامران شیردل، کارگردان، مترجم و مستندساز ایرانی، در سال ۱۳۱۸ در تهران متولد شد. او از فعالان موج نوی سینمای ایران بوده و در زمینه‌های کارگردانی، ترجمه و مستندسازی فعالیت داشته است. از جمله آثار شاخص او می‌توان به «صبح روز چهارم»، «اون شب که بارون اومد» و «تنهایی اول» اشاره کرد.
",['https://drive.google.com/uc?id=1UebSrbKDQbsrrrj_Juvr2zA2eiaatCbl']
nan,"این فرد ایرانی است که در رشته ی [رشته] فعالیت می کند و در [مکان] متولد شده است. وی از سال [سال] تا [سال] در [مکان] زندگی کرده است. او به عنوان [عنوان] شناخته می شود و از جمله فعالیت های وی می توان به [فعالیت ۱], [فعالیت ۲] و [فعالیت ۳] اشاره کرد. وی همچنین عضو [گروه] بوده است و در [مکان] به فعالیت مشغول بوده است.
",['https://drive.google.com/uc?id=15bNcrYTqS1QgAjAmsfMtZdY4dsUxqXJw']
اکسم آو چویس,"اکسم آو چویس یک فرد ایرانی است که در زمینهٔ گروه موسیقی، موسیقی‌دان، نوازنده و خواننده فعالیت می‌کند. او در سال ۱۹۷۵ در تهران به دنیا آمد و از دهه ۱۹۹۰ و ۲۰۰۰ در این زمینه فعالیت داشته است. از جمله افتخارات او می‌توان به دریافت جوایز مختلف در جشنواره‌های موسیقی اشاره کرد. او در سال ۲۰۲۳ در لس آنجلس درگذشت. تصویر او نشان‌دهندهٔ یک هنرمند پرشور و خلاق است که با نواختن ساز و خواندن آهنگ‌هایش، احساسات عمیق را منتقل می‌کند.
",['https://drive.google.com/uc?id=1Vq1b_PlfbC-LaXFyPZofol3aKc609aXE']
معصومه تقی‌پور,"معصومه تقی‌پور یک زن ایرانی است که در سال 1334 در تهران متولد شده است. او در زمینه‌های بازیگر، دوبلر، کارگردان تئاتر، نویسنده، طراح صحنه، مسئول لباس، بازیگردان و انتخاب بازیگر فعالیت می‌کند. از جمله آثار او می‌توان به «مغربی»، «نگین» و «نگاهی دیگر» اشاره کرد. او از سال 1346 تاکنون فعال بوده است.
",['https://drive.google.com/uc?id=1lODawMJ52RGrBmEKjwba5cU6d7_wqjo9']
مرتضی ممیز,"مرتضی ممیز، طراح گرافیک، تصویرگر و استاد دانشگاه ایرانی است که در سال 1315 در تهران متولد شد. او در زمینه‌های گرافیک، تصویرگری و تدریس فعالیت داشته و از جمله آثار برجسته او می‌توان به طراحی لوگو برای سازمان چای کشور، تصویرگری کتاب «آنکه عمل کرد و آنکه خیال بافت» و همچنین همکاری با موزه رضا عباسی اشاره کرد. وی در سال 1384 درگذشت.
",['https://drive.google.com/uc?id=1wOg12mrvfPcaF1BbOD_c33K57fp4LMsA']
احمد رسول‌زاده,"احمد رسول‌زاده، یک صداپیشه و مدیر دوبلاژ ایرانی، در سال 1309 هجری شمسی (معادل 1930 میلادی) در تبریز متولد شد. او تا سال 1393 هجری شمسی (معادل 2014 میلادی) در این حرفه فعالیت داشت. در طول دوران حرفه‌ای خود، افتخاراتی کسب کرد و در فیلم‌های بن هور، جدال در آفتاب و کلئوپاترا به ایفای نقش پرداخت. همچنین، در سریال‌های دایی جان ناپلئون، کازینو رویال و لورنس عربستان نیز حضور داشت.
",['https://drive.google.com/uc?id=1g7eAWkr9fichUmAsXGNjNlUnrAo8avik']
مهین برزویی,"مهین برزویی، یک زن ایرانی، در سال 1328/2/2 در تهران متولد شد. او در زمینهٔ صداپیشه و بازیگر فعالیت می‌کند و از سال 1350 تاکنون در این زمینه‌ها مشغول به کار است. از جمله آثار او می‌توان به «صبح جمعه با شما»، «بچه‌های راه‌آهن» و «پسر شجاع» اشاره کرد.
",['https://drive.google.com/uc?id=11ZnH5nIf8f6MpgAfMlmCP-fV8yYNuj8g']
احمد عالی,"احمد عالی، هنرمند و عکاس ایرانی، در سال ۱۳۱۴ در تبریز متولد شد. او در زمینه‌های هنرمند، عکاس، نقاش، نظریه‌پرداز عکاسی و مدرس فعالیت می‌کند. برخی از افتخارات او شامل نمایش خصوصی آثارش در تالار فرهنگ تهران، گالری بورگز و نگارخانه برگ است. او همچنین دو کتاب «عالی» و «جنابِ عالی» را منتشر کرده است.
",['https://drive.google.com/uc?id=1bEn4bhUb8-aBm_bvueBYx33cyxQpEpoo']
مریم حیدرزاده,"مریم حیدرزاده، نویسنده، شاعر و ترانه‌سرای ایرانی است که در سال ۱۳۵۶ در تهران متولد شده است. او از دهه هفتاد فعالیت هنری خود را آغاز کرده و در زمینه‌های مختلف هنری از جمله شعر، نقاشی و ترانه‌سرایی فعالیت می‌کند. از جمله افتخارات او می‌توان به آثارش مانند «از خدا خواسته»، «طاقت» و «شب عید» اشاره کرد. مریم حیدرزاده همچنین به عنوان نقاش شناخته شده و آثار هنری متعددی در این زمینه خلق کرده است. او با استفاده از زبان شعر و موسیقی، داستان‌های عاشقانه و دراماتیک را خلق کرده که مورد توجه مخاطبان قرار گرفته‌اند.
",['https://drive.google.com/uc?id=1lRnGysRgCKMdnAB7udrJRvmFhwyNfXtR']
مجید انتظامی,"مجید انتظامی یک موسیقی‌دان، آهنگساز، نوازنده ابوا و مدرس موسیقی ایرانی است که در 18/12/1326 در تهران متولد شده است. او از دههٔ 1350 فعالیت خود را آغاز کرده و در این مدت آثار برجسته‌ای مانند سفر سنگ، در محاصره، آشیانه مهر و آژانس شیشه‌ای را خلق کرده است. انتظامی به عنوان یکی از پیشگامان موسیقی ایرانی شناخته می‌شود و در طول عمر خود، به دلیل فعالیت‌های هنری و فرهنگی‌اش، جایگاه ویژه‌ای در جامعه ایران کسب کرده است. او در سال 1400 در تهران درگذشت. در فیلم‌های سینمایی نظیر دشمن، قله دنیا، سرعت و تنهاترین سردار نیز نقش داشته است.
",['https://drive.google.com/uc?id=13Fc8lvR3fLEmuKf8xa10lfxdA88KEIEm']
سعید شرافت,"سعید شرافت یک دوبلور و مدیر دوبلاژ ایرانی است که در سال ۱۳۱۱ در رشت متولد شده و در سال ۱۳۷۹ درگذشته است. وی از دهه ۱۳۳۰ تا ۱۳۷۰ فعال بوده و در این مدت در دوبلهٔ فیلم‌های بسیاری شرکت کرده است. از جمله آثار او می‌توان به کازابلانکا، طلسم‌شده، پروندهٔ پاراداین، گذرگاه تاریک، خشم اژدهای جدید، روباه صحرا: داستان رومل، برف‌های کلیمانجارو، روبی جنتری، اعتراف می‌کنم، نیاگارا، دزیره، ساعات ناامیدی، کسی آن بالا مرا دوست دارد، هلن قهرمان تروا، ابله، برادران کارامازوف، پیرمرد و دریا، شیرهای جوان، داستان راهبه و آوازه‌خوان نه آواز اشاره کرد.
",['https://drive.google.com/uc?id=1Ivk0R_6MXpvDNNSwLK3P38_3oSUibKFI']
پرویز ربیعی مجدآبادی,"پرویز ربیعی مجدآبادی یک هنرمند ایرانی است که در سال 1318 در تهران متولد شد و تا سال 1402 زندگی کرد. او فعالیت‌های خود را در زمینه‌های دوبلور، گوینده رادیو و گوینده بازی آغاز کرد و در این مدت در بسیاری از فیلم‌ها و سریال‌ها حضور داشت. از جمله افتخارات او می‌توان به آثارش در ماجراهای شرلوک هولمز، کازابلانکا، پدرخوانده، هری پاتر و جام آتش، هری پاتر و محفل ققنوس، همشهری کین و 24 اشاره کرد. پرویز ربیعی مجدآبادی در سال 1402 درگذشت.
",['https://drive.google.com/uc?id=10UFccutltPGnnfbNbhyTRXwxbFeWZXEj']
بهمن فرمان‌آرا,"بهمن فرمان‌آرا، کارگردان و تهیه‌کننده ایرانی، در ۳ آبان ۱۳۲۰ در تهران متولد شد. او در زمینه کارگردانی، فیلم‌نامه‌نویسی، نویسندگی و بازیگری فعالیت دارد و از سال ۱۳۴۷ تاکنون در این حوزه‌ها فعالیت کرده است. برخی از آثار برجسته او شامل «حکایت دریا»، «دلم می‌خواد» و «خانه‌ای روی آب» است.
",['https://drive.google.com/uc?id=12iQbKw_JqdHX4PtZ_ykLQS-ewnSR9uN4']
نصرالله مدقالچی,"نصرالله مدقالچی یک مرد ایرانی است که در سال ۱۳۲۳ در تبریز متولد شد. او در زمینه‌های دوبله، گویندگی، تدریس فن بیان و دوبله فعالیت دارد. از جمله افتخارات او می‌توان به آثارش در «عیسی مسیح» در «انجیل لوقا»، «جنگ ستارگان»، «نقاب زورو»، «هانیبال»، «افسانه‌های پائیزی» و «مأموریت غیرممکن ۲» اشاره کرد.
",['https://drive.google.com/uc?id=1_spbUsy4tm0nbqbaT_epB4yripBq8II5']
مکرمه قنبری,"مکرمه قنبری، یک نقاش ایرانی، در سال 1307 در بابل متولد شد و تا زمان مرگش در سال 1384، در زمینه نقاشی فعالیت می‌کرد. از جمله افتخارات او می‌توان به آثار شاخصش اشاره کرد که نشان‌دهندهٔ تلاش‌های هنری او در این دوره هستند.
",['https://drive.google.com/uc?id=1RFuny4ZyD_2M0Uzx2fOWx_zNeUNpeQIG']
آیدین آغداشلو,"آیدین آغداشلو، هنرمند ایرانی، در سال ۱۳۱۹ در رشت متولد شد. او در زمینه‌های نقاشی، نویسندگی، نقد فیلم و طراحی گرافیک فعالیت دارد. از جمله آثار برجسته او می‌توان به «خاطرات انهدام»، «هویت: در ستایش ساندرو بوتیچلی» و «کفش‌های میرزا نوروز» اشاره کرد.
",['https://drive.google.com/uc?id=1DYT2vsg-al9UYWLGPQKIppr_6o7OAee0']
حمید محمدی,"حمید محمدی، یک مجری و گوینده خبر ورزشی ایرانی است که در سال 1362 در کرج متولد شده است. او از دهه 1380 فعالیت خود را آغاز کرده و در این مدت، برنامه‌های مختلفی مانند «یک جهان یک جام»، «فوتبال 120» و «ورزشیا» را به روی آنتن برده است. همچنین، وی در برنامه‌های «گزارش ورزشی» و «ورزش و مردم» حضور داشته و در برنامه‌های تلویزیونی «بیست هجده» و «صد در صد» نیز ظاهر شده است. محمدی در سال 1400، در برنامه «یورو 2024» نیز حضور داشت.
",['https://drive.google.com/uc?id=1YNowU2bMmLAbHvG0VGrNivs_M_c74H19']
سید مرتضی آوینی,"سید مرتضی آوینی یک مستندساز، نویسنده و روزنامه‌نگار ایرانی است که در سال 1326 در شهر ری متولد شد و در سال 1372 درگذشت. او از دهه 1360 فعالیت خود را آغاز کرد و در این مدت به عنوان مستندساز، نویسنده و روزنامه‌نگار شناخته شده است. از جمله آثار برجسته او می‌توان به مستند «فتح خون» و «روایت فتح» اشاره کرد که نشان‌دهنده توانایی او در خلق مستندهای تأثیرگذار است. در مجموع، سید مرتضی آوینی به عنوان یکی از پیشگامان مستندسازی در ایران شناخته می‌شود و با آثارش به موضوعات مختلفی از جمله تاریخ، فرهنگ و جامعه پرداخته است.
","['https://drive.google.com/uc?id=1pj2voqWHm_8uoLMnHVbE79fr1CswJD-9', 'https://drive.google.com/uc?id=1AwWUrMzmKnOWMKQqJ2Efc2e_S4va5_Ov']"
سید ابراهیم نبوی,"سید ابراهیم نبوی، یک فعال سیاسی، روزنامه‌نگار، طنزنویس و نویسنده ایرانی است که در تاریخ 22/8/1337 در آستارا متولد شد و در تاریخ 25/10/1403 درگذشت. او از دهه 1370 در زمینه فعالیت خود مشغول به کار بوده و از جمله آثار او می‌توان به «استندآپ کمدی»، «یک اتفاق نه چندان ساده» و «دبلیو دبلیو دبلیو دات نبوی آن لاین دات کام» اشاره کرد. همچنین او نویسنده کتاب‌های «سفر به خانه آزادشده»، «یک فنجان چای داغ»، «قصه‌های کوتوله‌ها و درازها» و «تهرانجلس: مجموعه داستان کوتاه طنز» است. او همچنین نویسنده مقالات «گفت‌وگوهای صریح» و «در خشت خام» می‌باشد.
","['https://drive.google.com/uc?id=16njizhSsrb3vArWP80sKWD-vWqZytcvm', 'https://drive.google.com/uc?id=1GqKtX5puWUye14qcUL6wm7Nok82R1zWp']"
نیلوفر لاری‌پور,نیلوفر لاری‌پور، شاعر، ترانه‌سرا، روزنامه‌نگار و بازیگر، در ۲۷ مرداد ۱۳۴۹ به دنیا آمد. از آثار او می‌توان به «خوابدم صبح»، «امروز چندشنبه است؟»، «خاکستری‌تر از همیشه»، «هزار و یک شب من»، «آلزایمر»، «زیبای اساطیری»، «بی من فروغ نخوان»، «اگر تا هفت بشماری»، «چل بسم الله»، «عسل و فروردین»، «عشق کوچک من»، «من یهودا نبودم»، «پر پرواز» و «شب برهنه» اشاره کرد. او در ۱۲ بهمن ۱۳۸۸ بازداشت شد.زن میانسالی با صورت گرد، بینی مستقیم و چشم‌های قهوه‌ای روشن، ابروهای مرتب و نسبتا باریک، موهای تیره که با روسری پوشانده شده و پوستی روشن. به نظر می‌رسد در دهه چهارم یا پنجم زندگی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Niloofar_Laripour.jpg/250px-Niloofar_Laripour.jpg', 'https://drive.google.com/uc?id=1Xcov4WcEOtOqv2tBr50AOX_k6bCAK-Fg']"
نرگس آبیار,"نرگس آبیار، نویسنده، کارگردان و فیلمنامه‌نویس ایرانی، در سال ۱۳۵۰ در یزد متولد شد. او در زمینه‌های مختلف هنری فعالیت داشته است و از جمله آثارش می‌توان به «شیار ۱۴۳»، «نفس» و «شبی که ماه کامل شد» اشاره کرد. این هنرمند ایرانی به عنوان یک نویسنده و کارگردان شناخته شده است.
",['https://drive.google.com/uc?id=1A2kfCxzP3iuZuiSUyhgUPIfVAXgBycNj']
اکبر منانی,"اکبر منانی، یک دوبلور، مدیر دوبلاژ، گوینده و نویسنده ایرانی است که در 14 تیر 1318 در اصفهان متولد شده است. وی در زمینه‌های مختلفی فعالیت داشته است و در آثار متعددی از جمله سریال‌های «پوآرو»، «شکرستان»، «پرستاران»، «بهترین سال‌های زندگی ما»، «24»، «الیور توئیست»، «تشویق کننده»، «افسانه سه پادشاهی»، «پای چپ من»، «بازگشت به آینده»، «راکی»، «الیسیوم»، «جزیره شاتر»، «پدینگتون ۲»، «خروس زیرک رو باه کلک»، «داستان زندگی» و «خانه کاغذی» به ایفای نقش پرداخته است.
",['https://drive.google.com/uc?id=1Qus77bBqGrsaNsy8dG5gPhOxbkQGwKXw']
سیروس مقدم,"سیروس مقدم، کارگردان و مدیر تولید ایرانی، در سال 1333 در آبادان متولد شد. او از سال 1355 تاکنون در این زمینه فعالیت کرده است. برخی از آثار شاخص او شامل فیلم‌های «شیخ مفید»، «میکائیل»، «پایتخت» و سریال‌های «پایتخت 4»، «پایتخت 5»، «پایتخت 6» و «پایتخت 7» است.
",['https://drive.google.com/uc?id=1G9JJSDMINdKPGhEcTTTEe1eEFy9-t80p']
عبدالحسین سپنتا,"عبدالحسین سپنتا، فیلم‌نامه‌نویس، کارگردان و هنرپیشهٔ ایرانی، در سال 1286 هجری شمسی (معادل 1907 میلادی) در تهران متولد شد. او در دوران فعالیت خود که از سال 1309 تا 1312 ادامه داشت، در زمینه‌های مختلفی فعالیت کرد. از جمله آثار شاخص او می‌توان به «دختر لر»، «فردوسی» و «شیرین و فرهاد» اشاره کرد. وی در تاریخ 1348 هجری شمسی (معادل 1969 میلادی) درگذشت.
",['https://drive.google.com/uc?id=1QPVDln3tBcxjHabh79Q5MI81EeQxUYV7']
ایمان ملکی,"ایمان ملکی، نقاش ایرانی، در سال 1354 هجری شمسی (1975 میلادی) در تهران متولد شد. وی در زمینه نقاشی فعالیت می‌کند و از جمله آثارش می‌توان به «فال حافظ» و «دختری کنار پنجره» اشاره کرد.
",['https://drive.google.com/uc?id=1u81DgghLu-vJS0UzjpLJ_GBgb-9TfX1u']
خسرو سینایی,"خسرو سینایی (زاده ۲۹ آبان ۱۳۱۹) یک فیلم‌ساز، آهنگساز، نوازنده، شاعر، فیلم‌نامه‌نویس و کارگردان ایرانی بود. وی در زمینهٔ فیلم‌سازی، آهنگسازی، نوازندگی، شعرنویسی، فیلم‌نامه‌نویسی و کارگردانی فعالیت داشت. از جمله آثار او می‌توان به «جزیره رنگین»، «کویر خون» و «مثل یک قصه» اشاره کرد. سینایی در تاریخ ۱۱ اردیبهشت ۱۳۹۹ درگذشت.
",['https://drive.google.com/uc?id=1lBim5gUANIupjeyqU7Q_CflxaOnIgBU8']
رضا دقتی,"رضا دقتی یک عکاس ایرانی است که در سال 1331 در تبریز متولد شده است. او در زمینه عکاسی خبری فعالیت می‌کند و از جمله آثار برجسته او می‌توان به جلوه‌گری آتش، قتل‌عام بیگناهان و جنگ و صلح اشاره کرد.
",['https://drive.google.com/uc?id=1CuKQ2WZk3uA_elPV8yidV_2zy1c8ya8h']
